[2026-01-07 18:27:57.710] [Info] [SystemSettingsMonitor] Starting System Settings monitoring...
[2026-01-07 18:27:59.141] [Info] [WMI] Process ended: ctfmon.exe | EventType=ProcessTerminated, Caption=ctfmon.exe, CommandLine=/QuitInfo:00000000000002D8;00000000000002A4; , Description=ctfmon.exe, Name=ctfmon.exe, ProcessId=20628
[2026-01-07 19:06:23.574] [Info] [WMI] Process started: Notepad.exe | EventType=ProcessCreated, Caption=Notepad.exe, CommandLine="C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2508.38.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe" "D:\agent log\SystemChangeMonitor\bin\Release\net8.0\win-x64\Logs\Settings_2026-01-07.log", Description=Notepad.exe, Name=Notepad.exe, ProcessId=13540
[2026-01-07 19:06:23.574] [Info] [WMI] Process started: dllhost.exe | EventType=ProcessCreated, Caption=dllhost.exe, CommandLine=C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}, Description=dllhost.exe, Name=dllhost.exe, ProcessId=22120
[2026-01-07 19:06:24.528] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:25.827] [Info] [WMI] Disk changed: D: | EventType=DiskChanged, Caption=D:, Description=Local Fixed Disk, DeviceID=D:, Name=D:
[2026-01-07 19:06:26.907] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:29.171] [Info] [WMI] Process ended: dllhost.exe | EventType=ProcessTerminated, Caption=dllhost.exe, CommandLine=C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}, Description=dllhost.exe, Name=dllhost.exe, ProcessId=22120
[2026-01-07 19:06:29.285] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:30.840] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:06:31.641] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:34.104] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:35.858] [Info] [WMI] Disk changed: D: | EventType=DiskChanged, Caption=D:, Description=Local Fixed Disk, DeviceID=D:, Name=D:
[2026-01-07 19:06:36.557] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:39.010] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:40.871] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:06:41.476] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:43.938] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:46.403] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:48.842] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:51.294] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:52.857] [Info] [WMI] Process ended: svchost.exe | EventType=ProcessTerminated, Caption=svchost.exe, CommandLine=C:\Windows\system32\svchost.exe -k LocalService -p -s CaptureService, Description=svchost.exe, Name=svchost.exe, ProcessId=11232
[2026-01-07 19:06:53.653] [Info] [WMI] Service changed: CaptureService_e3f39 | EventType=ServiceModified, Caption=CaptureService_e3f39, Description=Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API., Name=CaptureService_e3f39, ProcessId=0, State=Stopped, Status=OK
[2026-01-07 19:06:53.653] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:55.936] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:06:56.101] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:06:58.557] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:00.957] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:07:00.957] [Info] [WMI] Disk changed: D: | EventType=DiskChanged, Caption=D:, Description=Local Fixed Disk, DeviceID=D:, Name=D:
[2026-01-07 19:07:01.008] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:03.461] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:04.103] [Info] [WMI] Process started: svchost.exe | EventType=ProcessCreated, Caption=svchost.exe, CommandLine=C:\Windows\system32\svchost.exe -k LocalService -p -s CaptureService, Description=svchost.exe, Name=svchost.exe, ProcessId=2672
[2026-01-07 19:07:05.893] [Info] [WMI] Service changed: CaptureService_e3f39 | EventType=ServiceModified, Caption=CaptureService_e3f39, Description=Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API., Name=CaptureService_e3f39, ProcessId=2672, State=Running, Status=OK
[2026-01-07 19:07:05.893] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:05.966] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:07:08.327] [Info] [WMI] Service changed: CaptureService_e3f39 | EventType=ServiceModified, Caption=CaptureService_e3f39, Description=Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API., Name=CaptureService_e3f39, ProcessId=2872, State=Start Pending, Status=Degraded
[2026-01-07 19:07:08.327] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:08.611] [Info] [WMI] Process ended: svchost.exe | EventType=ProcessTerminated, Caption=svchost.exe, CommandLine=C:\Windows\system32\svchost.exe -k LocalService -p -s CaptureService, Description=svchost.exe, Name=svchost.exe, ProcessId=2672
[2026-01-07 19:07:10.780] [Info] [WMI] Service changed: CaptureService_e3f39 | EventType=ServiceModified, Caption=CaptureService_e3f39, Description=Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API., Name=CaptureService_e3f39, ProcessId=25064, State=Running, Status=OK
[2026-01-07 19:07:10.781] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:10.892] [Info] [WMI] Process started: svchost.exe | EventType=ProcessCreated, Caption=svchost.exe, CommandLine=C:\Windows\system32\svchost.exe -k LocalService -p -s CaptureService, Description=svchost.exe, Name=svchost.exe, ProcessId=25064
[2026-01-07 19:07:10.983] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:07:13.252] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:15.626] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:15.996] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:07:18.007] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:20.366] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:20.936] [Info] [WMI] Process started: consent.exe | EventType=ProcessCreated, Caption=consent.exe, CommandLine=consent.exe 11764 760 00000171DF10FF50, Description=consent.exe, Name=consent.exe, ProcessId=21668
[2026-01-07 19:07:20.936] [Info] [WMI] Process started: ctfmon.exe | EventType=ProcessCreated, Caption=ctfmon.exe, CommandLine=/QuitInfo:000000000000032C;0000000000000310; , Description=ctfmon.exe, Name=ctfmon.exe, ProcessId=6536
[2026-01-07 19:07:21.015] [Info] [WMI] Disk changed: D: | EventType=DiskChanged, Caption=D:, Description=Local Fixed Disk, DeviceID=D:, Name=D:
[2026-01-07 19:07:22.725] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:23.177] [Info] [WMI] Process ended: consent.exe | EventType=ProcessTerminated, Caption=consent.exe, CommandLine=consent.exe 11764 760 00000171DF10FF50, Description=consent.exe, Name=consent.exe, ProcessId=21668
[2026-01-07 19:07:23.183] [Info] [WMI] Process started: conhost.exe | EventType=ProcessCreated, Caption=conhost.exe, CommandLine=\??\C:\Windows\system32\conhost.exe 0x4, Description=conhost.exe, Name=conhost.exe, ProcessId=21548
[2026-01-07 19:07:23.183] [Info] [WMI] Process started: SystemChangeMonitor.exe | EventType=ProcessCreated, Caption=SystemChangeMonitor.exe, CommandLine="D:\agent log\SystemChangeMonitor\bin\Release\net8.0\win-x64\SystemChangeMonitor.exe" , Description=SystemChangeMonitor.exe, Name=SystemChangeMonitor.exe, ProcessId=8844
[2026-01-07 19:07:25.098] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to sche[2026-01-07 19:07:25.270] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreS[2026-01-07 19:07:25.391] [Info] [WMI] Process ended: ctfmon.exe | EventType=ProcessTerminated, Caption=ctfmon.exe, CommandLine=/QuitInfo:000000000000032C;0000000000000310; , Description=ctf[2026-01-07 19:07:25.896] [Info] [WMI] Process ended: ctfmon.exe | EventType=ProcessTerminated, Caption=ctfmon.exe, CommandLine=/QuitInfo:000000000000032C;0000000000000310; , Description=[2026-01-07 19:07:27.455] [Info] [WMI] Servic[2026-01-07 19:07:27.611] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:27.971] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:07:27.[2026-01-07 19:07:28.698] [Info] [WMI] Process ended: taskhostw.exe | EventType=ProcessTerminated, Caption=taskhostw.exe, CommandLine=taskhostw.exe, Description=taskhostw.exe, Name=taskhostw[2026-01-07 19:07:29.2[2026-01-07 19:07:29.770] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to sche[2026-01-07 19:07:29.953] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreS[2026-01-07 19:07:31.036] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:07:32.145] [Info] [WMI] Servic[2026-01-07 19:07:32.301] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, Pro[2026-01-07 19:07:34.499] [Info] [WMI] Servic[2026-01-07 19:07:34.655] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, Pro[2026-01-07 19:07:36.850] [Info] [WMI] Servic[2026-01-07 19:07:36.989] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, Pro[2026-01-07 19:07:39.190] [Info] [WMI] Servic[2026-01-07 19:07:39.335] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, Pro[2026-01-07 19:07:41.052] [Info] [WMI] Disk c[2026-01-07 19:07:41.692] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:43.021] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Descrip[2026-01-07 19:07:43.914] [Info] [WMI] Servic[2026-01-07 19:07:44.049] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, Pro[2026-01-07 19:07:46.062] [Info] [WMI] Disk c[2026-01-07 19:07:46.367] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:46.905] [Info] [WMI] Process started: dllhost.exe | EventType=ProcessCreated, Caption=dllhost.exe, CommandLine=C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}, Description=dllhost.exe, Name=dllhost.exe, ProcessId=11268
[2026-01-07 19:07:48.037] [Info] [WMI] Disk changed: D: | EventType=DiskChanged, Caption=D:, Descrip[2026-01-07 19:07:48.591] [Info] [WMI] Servic[2026-01-07 19:07:48.751] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, Pro[2026-01-07 19:07:50.975] [Info] [WMI] Servic[2026-01-07 19:07:51.126] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:51.537] [Info] [WMI] Process ended: postgres.exe | EventType=ProcessTerminated, Ca[2026-01-07 19:07:52.081] [Info] [WMI] Process ended: dllhost.exe | EventType=ProcessTerminated, Caption=dllhost.exe, CommandLine=C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}, Description=dllhost.exe, Name=dllhost.exe, ProcessId=11268
[2026-01-07 19:07:52.081] [Info] [WMI] Process ended: Notepad.exe | EventType=ProcessTerminated, Caption=Notepad.exe, CommandLine="C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2508.38.0_x[2026-01-07 19:07:52.479] [Info] [WMI] Process started: backgroundTaskHost.exe | EventType=ProcessCreated, Caption=backgroundTaskHost.exe, CommandLine="C:\Windows\system32\backgroundTaskHost.[2026-01-07 19:07:53.159] [Info] [WMI] Process started: backgroundTaskHost.exe | EventType=ProcessCreated, Caption=backgroundTaskHost.exe, CommandLine="C:\Windows\system32\backgroundTaskHost.exe" -ServerName:App.AppXc206n2x0eevm6mcaqje6aze5tcyc9qt6.mca, Description=backgroundTaskHost.exe, Name=backgroundTaskHost.exe, ProcessId=7860
[2026-01-07 19:07:53.355] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:55.407] [Info] [WMI] Process started: Notepad.exe | EventType=ProcessCreated, Caption=Notepad.exe, CommandLine="C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2508.38.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe" "D:\agent log\SystemChangeMonitor\bin\Release\net8.0\win-x64\Logs\System_2026-01-07.log", Description=Notepad.exe, Name=Notepad.exe, ProcessId=20256
[2026-01-07 19:07:55.699] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:07:56.080] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:07:56.081] [Info] [WMI] Disk changed: D: | EventType=DiskChanged, Caption=D:, Description=Local Fixed Disk, DeviceID=D:, Name=D:
[2026-01-07 19:07:56.509] [Info] [WMI] Process started: dllhost.exe | EventType=ProcessCreated, Caption=dllhost.exe, CommandLine=C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}, Description=dllhost.exe, Name=dllhost.exe, ProcessId=18712
[2026-01-07 19:07:58.038] [Info] [WMI] Service changed: pgagent-pg17 | EventType=S[2026-01-07 19:07:58.049] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:07:58.049] [Info] [WMI] Disk changed: D: | EventType=DiskChang[2026-01-07 19:08:00.389] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:01.021] [Info] [WMI] Process ended: dllhost.exe | EventType=ProcessTerminated, Caption=dllhost.exe, CommandLine=C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}, Description=dllhost.exe, Name=dllhost.exe, ProcessId=18712
[2026-01-07 19:08:01.088] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:08:01.088] [Info] [WMI] Disk changed: D: | EventType=DiskChanged, Caption=D:, Description=Local Fixed Disk, DeviceID=D:, Name=D:
[2026-01-07 19:08:02.719] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:05.068] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:07.412] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:09.776] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:11.111] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:08:12.102] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:14.460] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:16.126] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:08:16.820] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:19.161] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:21.529] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:23.881] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:26.235] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:28.584] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:30.934] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:31.168] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:08:33.284] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:35.640] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:36.180] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:08:36.181] [Info] [WMI] Disk changed: D: | EventType=DiskChanged, Caption=D:, Description=Local Fixed Disk, DeviceID=D:, Name=D:
